Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
-24.860729217529297,-55.42463684082031,81.0882797241211,1.426409125328064,-4.908462524414063,4.734794616699219,0.2978295087814331,0.0923039242625236
-24.28848648071289,-54.63195037841797,79.12288665771484,0.1901878863573074,-4.716947078704834,4.550506114959717,0.2836471498012543,0.085203617811203
-24.034156799316406,-53.52219009399414,76.90390014648438,-1.394711136817932,-4.525432109832764,4.373305797576904,0.2694647908210754,0.085203617811203
-24.98789405822754,-50.98559188842773,75.12870788574219,-1.711690902709961,-4.319730758666992,4.174841403961182,0.2552824318408966,0.0781033188104629
-25.242223739624023,-48.95631790161133,73.03651428222656,-2.3139524459838867,-4.09274959564209,3.9480247497558594,0.2411000728607177,0.0710030198097229
-26.29133415222168,-45.88069152832031,70.62732696533203,-3.011308193206787,-3.844489336013794,3.721208095550537,0.2269177138805389,0.0639027133584022
-25.84625625610352,-43.78800201416016,68.24983215332031,-2.852818250656128,-3.5891358852386475,3.466039657592773,0.2056441754102707,0.0568024143576622
-24.701772689819336,-42.044090270996094,65.2700424194336,-2.9796102046966557,-3.291223287582397,3.1896069049835205,0.1843706369400024,0.0426018089056015
-23.71624565124512,-39.3172492980957,61.94155883789063,-2.3456504344940186,-3.007497310638428,2.920262336730957,0.1630971133708953,0.0355015099048614
-20.0920467376709,-39.09529495239258,58.39117050170898,-1.8067848682403564,-2.695398330688477,2.622565746307373,0.1418235749006271,0.0355015099048614
-16.436058044433594,-38.556270599365234,54.713985443115234,-1.0143353939056396,-2.3691134452819824,2.3106930255889893,0.1205500364303588,0.0213009044528007
-12.112452507019045,-38.11236572265625,50.65640258789063,0.1584898978471756,-2.0215487480163574,1.9775563478469849,0.0921853184700012,0.0142006035894155
-6.167495250701904,-39.3172492980957,46.250118255615234,0.6656575798988342,-1.666891098022461,1.6373316049575806,0.0709117874503135,0.0071003017947077
-1.653143048286438,-38.77822113037109,41.71703720092773,1.426409125328064,-1.305140256881714,1.2900187969207764,0.0425470732152462,-0.0071003017947077
3.814945697784424,-38.556270599365234,36.51825714111328,2.3139524459838867,-0.936296284198761,0.9497941136360168,0.0141823571175336,-0.0142006035894155
9.124078750610352,-38.080657958984375,31.06587791442871,2.7894222736358643,-0.5887317657470703,0.6095693707466125,-0.0070911785587668,-0.0213009044528007
13.225144386291504,-36.7806510925293,25.613500595092773,2.7260262966156006,-0.219887763261795,0.2551685571670532,-0.0283647142350673,-0.0355015099048614
17.358001708984375,-35.766014099121094,19.685623168945312,1.2996171712875366,0.141863077878952,-0.0921442061662674,-0.0496382489800453,-0.0426018089056015
19.869508743286133,-33.26112365722656,14.043045043945312,0.1901878863573074,0.5107070803642273,-0.4465449750423431,-0.0780029669404029,-0.0568024143576622
22.09489250183105,-30.6294059753418,8.7174654006958,-0.6656575798988342,0.8724579215049744,-0.8009457588195801,-0.10636767745018,-0.0639027133584022
23.17579460144043,-26.76109504699707,3.328486919403076,-1.4898051023483276,1.2342087030410769,-1.1482585668563845,-0.1347323954105377,-0.0710030198097229
23.398332595825195,-22.25863647460937,-1.711793303489685,-1.933576822280884,1.5959596633911133,-1.4884833097457886,-0.1489147543907165,-0.0781033188104629
24.00236701965332,-18.422033309936523,-6.625274181365967,-2.7260262966156006,1.929337859153748,-1.821619987487793,-0.1701882928609848,-0.085203617811203
23.71624565124512,-13.570792198181152,-11.221755981445312,-2.88451623916626,2.2698092460632324,-2.147668838500977,-0.1985529959201812,-0.0923039242625236
24.383861541748047,-9.765897750854492,-15.596339225769045,-2.6943283081054688,2.603187561035156,-2.473717451095581,-0.2127353549003601,-0.1065045222640037
25.242223739624023,-6.404906749725342,-19.622222900390625,-2.3456504344940186,2.936565637588501,-2.785590171813965,-0.2340088933706283,-0.1136048287153244
26.1005859375,-2.948793649673462,-23.362808227539062,-1.236221194267273,3.262850761413574,-3.0974628925323486,-0.2552824318408966,-0.1278054267168045
28.23059844970703,-0.6975640654563904,-27.166793823242188,-0.2852818071842193,3.582042694091797,-3.4164235591888428,-0.2694647908210754,-0.1278054267168045
30.265235900878903,1.6170804500579834,-30.843978881835938,0.8558454513549805,3.8870482444763184,-3.7141201496124263,-0.2907383143901825,-0.1349057257175445
33.412567138671875,3.1073310375213623,-34.838165283203125,1.9969727993011477,4.184960842132568,-4.0047287940979,-0.3049206733703613,-0.1420060396194458
36.84601593017578,4.439043998718262,-38.990848541259766,3.011308193206787,4.482873439788818,-4.281161308288574,-0.3191030323505401,-0.1562066376209259
39.96155548095703,5.897587299346924,-43.08013153076172,3.9305496215820312,4.766599178314209,-4.557593822479248,-0.3403765857219696,-0.1633069366216659
43.52217102050781,6.690273761749268,-47.35961532592773,3.993945598602295,5.029046058654785,-4.819850444793701,-0.3616501092910766,-0.1633069366216659
45.970096588134766,8.307353973388672,-51.70249557495117,3.6452677249908447,5.284399509429932,-5.060842990875244,-0.3687412738800049,-0.170407235622406
48.16368865966797,9.89272689819336,-55.88688278198242,2.9796102046966557,5.5184736251831055,-5.287659645080566,-0.3829236328601837,-0.170407235622406
49.94399642944336,11.95371150970459,-60.22976303100586,2.0286707878112797,5.724174976348877,-5.4932122230529785,-0.3971059918403625,-0.1775075495243072
50.5798225402832,15.187872886657717,-64.6043472290039,1.1728252172470093,5.922783374786377,-5.6775007247924805,-0.4112883508205414,-0.1846078485250473
50.89773178100586,18.32691192626953,-68.78872680664062,-0.0316979810595512,6.085926055908203,-5.847612857818604,-0.418379545211792,-0.1846078485250473
50.166534423828125,21.941560745239254,-72.43421936035156,-1.2045232057571411,6.227788925170898,-5.982285022735596,-0.4254707098007202,-0.1917081475257873
49.11742401123047,25.746456146240234,-75.76270294189453,-2.123764753341675,6.355465888977051,-6.095693588256836,-0.439653068780899,-0.1917081475257873
47.68682098388672,29.424522399902344,-78.45719146728516,-2.9479122161865234,6.454770088195801,-6.187837600708008,-0.439653068780899,-0.1917081475257873
45.620391845703125,33.22941589355469,-80.39088439941406,-3.1381001472473145,6.53279447555542,-6.265805721282959,-0.439653068780899,-0.1988084465265274
43.808292388916016,36.59040832519531,-81.97587585449219,-3.1064021587371826,6.582446575164795,-6.315422058105469,-0.4467442631721496,-0.1846078485250473
41.77365493774414,39.82456970214844,-82.86347198486328,-2.599234342575073,6.603726387023926,-6.34377384185791,-0.4467442631721496,-0.1917081475257873
40.12051010131836,42.3294563293457,-83.21217346191406,-1.711690902709961,6.610819339752197,-6.3508620262146,-0.4538354277610779,-0.1846078485250473
38.880653381347656,44.13678359985352,-83.18047332763672,-0.5705636143684387,6.582446575164795,-6.322509765625,-0.4467442631721496,-0.1846078485250473
37.5454216003418,45.91239929199219,-82.89517211914062,0.8875434398651123,6.53279447555542,-6.272893905639648,-0.439653068780899,-0.1846078485250473
36.68706130981445,46.736793518066406,-82.16607666015625,2.123764753341675,6.4405837059021,-6.187837600708008,-0.4325619041919708,-0.170407235622406
35.765113830566406,47.24411392211914,-81.18338012695312,2.9796102046966557,6.327093124389648,-6.081517219543457,-0.4254707098007202,-0.170407235622406
34.874961853027344,47.275821685791016,-80.01048278808594,3.6452677249908447,6.185230255126953,-5.932669162750244,-0.418379545211792,-0.170407235622406
34.20734405517578,46.673377990722656,-78.61569213867188,3.9305496215820312,6.007901191711426,-5.776732921600342,-0.3971059918403625,-0.1562066376209259
33.25360870361328,46.22947311401367,-77.18920135498047,4.025643348693848,5.830572605133057,-5.599532127380371,-0.3900148272514343,-0.1562066376209259
32.01375198364258,45.75386428833008,-75.73100280761719,3.708663702011109,5.631964206695557,-5.408155918121338,-0.3687412738800049,-0.1420060396194458
30.233444213867188,45.4684944152832,-74.1777114868164,2.852818250656128,5.404983043670654,-5.188427448272705,-0.3616501092910766,-0.1420060396194458
27.944477081298828,45.27825164794922,-72.40251922607422,1.711690902709961,5.1567230224609375,-4.961610794067383,-0.3474677503108978,-0.1278054267168045
25.305805206298828,45.11971282958984,-70.40542602539062,0.348677784204483,4.901369094848633,-4.713530540466309,-0.333285391330719,-0.1278054267168045
22.19026756286621,45.21483612060547,-68.0913314819336,-0.7290535569190979,4.624736309051514,-4.451273918151856,-0.3120118677616119,-0.1207051277160644
19.01114654541016,45.11971282958984,-65.46024322509766,-1.7433888912200928,4.333917140960693,-4.167753219604492,-0.2907383143901825,-0.1065045222640037
15.5776948928833,45.246543884277344,-62.51215362548828,-2.3773484230041504,4.028911590576172,-3.8771445751190186,-0.2552824318408966,-0.0923039242625236
12.144243240356444,45.21483612060547,-59.15196990966797,-2.599234342575073,3.70971941947937,-3.572359800338745,-0.2411000728607177,-0.085203617811203
8.96512222290039,44.73922348022461,-55.44308090209961,-2.440744400024414,3.3763411045074463,-3.2604870796203613,-0.2198265343904495,-0.0781033188104629
